hateSpeech,knowledge_sentence,counterSpeech_x,target,counterSpeech_y
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.","The research may help to shed light on how religions such as Christianity, Judaism and Islam first emerged.These included common religions like Christianity and Islam along with rarer religions such as Zahv, the belief system of the Akha people in south-east Asia.This might help to explain why religions such as Christianity and Islam emerged in parts of the world that have suffered extreme climatic changes and where famine was rife.It suggests that believing in a high god, where followers are required to live by certain moral rules, helped to unite communities in harsh environments and when food was scarce.“When life is tough or when it’s uncertain, people believe in big gods,” he said.Among humans, there is also good evidence that religious beliefs may help shape social behaviour by, for example, promoting cooperation, fairness and honesty.”","Research may help to shed light on how - and explain why - religions such as Christianity and Islam emerged in parts of the world that have suffered extreme climatic changes and where famine was rife. It suggests that believing in a high god, where followers are required to live by certain moral rules, helped to unite communities in harsh environments and when food was scarce. When life is tough or when it’s uncertain, people believe in big gods, and such religious beliefs may help shape social behaviour by, for example, promoting cooperation, fairness and honesty. So religion is not the cause of death and despair but an answer to them.",Islamophobia,"[""There's league table?"", 'Before making judgement, do you understand what Islam and its history are?', 'Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair.', 'This is not true. Why do you think this?', 'Anyone can locate some aspects they do not like in a religion, but to say that one is nothing but trouble is a bit too much, do not you think so?', 'How does a religion cause death? Sounds a bit extreme, no?!', 'What makes you think that? Besides, I am sure Islam is more than just trouble.', 'There are many religions and it is hard to compare them. However, I guess Islam has not that many traits that would make it the cruelest.', ""Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?""]"
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.","The research may help to shed light on how religions such as Christianity, Judaism and Islam first emerged.These included common religions like Christianity and Islam along with rarer religions such as Zahv, the belief system of the Akha people in south-east Asia.This might help to explain why religions such as Christianity and Islam emerged in parts of the world that have suffered extreme climatic changes and where famine was rife.It suggests that believing in a high god, where followers are required to live by certain moral rules, helped to unite communities in harsh environments and when food was scarce.“When life is tough or when it’s uncertain, people believe in big gods,” he said.Among humans, there is also good evidence that religious beliefs may help shape social behaviour by, for example, promoting cooperation, fairness and honesty.”","On the contrary, research shed light on how religions such as Christianity, Judaism and Islam first emerged. It suggests that believing in a high god, where followers are required to live by certain moral rules, helped to unite communities in harsh environments and when food was scarce. Among humans, there is also good evidence that religious beliefs may help shape social behaviour by, for example, promoting cooperation, fairness and honesty.",Islamophobia,"[""There's league table?"", 'Before making judgement, do you understand what Islam and its history are?', 'Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair.', 'This is not true. Why do you think this?', 'Anyone can locate some aspects they do not like in a religion, but to say that one is nothing but trouble is a bit too much, do not you think so?', 'How does a religion cause death? Sounds a bit extreme, no?!', 'What makes you think that? Besides, I am sure Islam is more than just trouble.', 'There are many religions and it is hard to compare them. However, I guess Islam has not that many traits that would make it the cruelest.', ""Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?""]"
"All Muslims should be deported, no one wants them here.","Speaking in the vast auditorium of Turkish president Recep Tayyip Erdoğan The pope repeated his call for tolerance when speaking at Turkey’s directorate for religious affairs, or Diyanet, in a joint meeting with Mehmet Görmez, the country’s most senior cleric.“Those who speak on behalf of God, such as fundamentalists, are part of the problem,” he said, adding that terrorism was “a rebellion against God, and as Muslims we reject this extremism and bloodshed”.Speaking at a joint press conference with Erdoğan, the pontiff underlined that it was “licit, while always respecting international law, to stop an unjust aggressor”, but added that military intervention would not bring sustainable peace to the region.“What is required is a concerted commitment on the part of all, based on mutual trust, which can pave the way to lasting peace, and enable resources to be directed, not to weaponry, but to the other noble battles worthy of man: the fight against hunger and sickness, the promotion of sustainable development and the protection of creation, and the relief of the many forms of poverty and marginalisation, of which there is no shortage in the world today,” the pope said.“It is essential that all citizens – Muslim, Jewish and Christian – both in the provision and practice of the law, enjoy the same rights and respect the same duties,” Francis said.","Pope Francis said: “It is essential that all citizens – Muslim, Jewish and Christian – both in the provision and practice of the law, enjoy the same rights and respect the same duties”. One of these rights is not to be deported.",Islamophobia,"['Where do we deport the Muslims who were born here to?', 'Deported where? They are UK Citizens?', 'Try running the NHS without them and other migrants!', ""The negative stereotypes and extreme examples in the media are not representative of all Muslims. Don't believe everything you read."", 'And what should we do with he bigots and racists?', 'Are you sure about this? Have you interviewed every single person in this country? Tell me more about this.', 'I have so many amazing Muslim friends. I do not want them deported. What is your reasoning?', 'If that were really true why are there so few people saying it?', 'You mean YOU do not want them here, most everyone else does, sorry.', ""That is quite a generalisation. What have 'all' Muslims done to deserve being deported?"", ""By 'no one wants them here' do you mean just you specifically do not want them here?"", 'But the ones I know are just hard working people taking care of their families and neighbours. Like most people.', 'I want them here?', 'You are clearly not speaking on behalf of me.', 'I think many people would disagree. I certainly want all our Muslim doctors, teachers, lawyers and politicians here.', 'The vast majority of ordinary, tolerant people would disagree. Muslims are welcome in the UK, Islamophobia is not.', 'No, bad plan. So much less diversity and cultural richness.', 'You are aware there are millions of Muslims that add to society and the economy which would collapse.', 'Deported to where? Many Muslims were born in this country and are part of our culture and society.', ""But can we keep the doctors and nurses please, oh and the taxi drivers and my local take away, and my son's favourite teacher and I did enjoy getting all those gold medals last Olympics and others."", 'Deported to where? A majority of Muslims in the west were born here, you cannot send someone back to a place they have never been.', ""Then we would be left with angry people like you. Doesn't seem to be the best plan."", 'But we would have much less doctors, chefs, politicians, drivers, scientists, philanthropists.', 'What about the many Muslim people born in this country? Where do you propose to deport them to?', 'Except when you need a taxi, a surgeon, a teacher, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.', 'Really? You speak for everyone?', ""There's a few people I do not want here but deporting British Citizens feels a bit like a dictatorship."", 'Have you ever spoken to a mulsim?', ""Then why did we ask them to come in the first place, wasn't it top save our NHS, run the trains and post office. Non of those were doing very well last time I looked, I think we might actually still bneed them.""]"
99% of Muslims in the UK are unemployable and refuse to work.,"Instead, Muslims are making non-Muslim friends.So should Muslims here be seen as suspect?No doubt, some Muslims here feel the same pressures.oh, yes — worry about Islamic extremism just about as much as non-Muslims.More pointedly, overwhelming majorities say they are happy with their lives, have positive views of their communities, believe hard work is the path to success, see life as better here than in most Muslim countries and — Never mind that Muslims lack the numbers or, apparently, the wish to impose it.","Overwhelming majorities of Muslims say they are happy with their lives here, have positive views of their communities, believe hard work is the path to success, see life as better here than in most Muslim countries.",Islamophobia,"[""So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?"", 'Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.', 'Statistics and facts simply prove this wrong.', 'So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!', 'How can you say this about millions of people?', 'That is a blatant lie. (attach unemployment statistics)', 'The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?', 'So all the doctors, teachers, shop owners and workers belong in this category? I do not think so!', 'If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.', 'Provide facts.', '100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.', 'Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.']"
Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,"One hundred years ago this month, Turkish soldiers began slaughtering Armenian Christians amid the chaos of World War I.Four months later, 800,000 were dead.Seven years later, he still has yet to “be that president.”But Turkey has never acknowledged the true nature of this crime against humanity, pretending instead that the Armenians died in a civil war.The pontiff also not only equated the Armenian genocide with the Nazi and Stalinist eras, but drew a parallel to today’s attacks by radical Islamists on Christians in the Middle East and Africa.The silence from Washington remains deafening — and profoundly disappointing.The final toll was at least 1.5 million — perhaps 90 percent of the local population.","One hundred years ago, Turkish soldiers began slaughtering Armenian Christians amid the chaos of World War I. Four months later, 800,000 were dead, and the final toll was at least 1.5 million — perhaps 90 percent of the local population. Now you are suggesting to use the same solution? THen what would make us different from them?",Islamophobia,"['Have you forgot that this country respects people of all religions?', 'You should ask people what religions they belong to. Most people would say they do not belong to any! Then why are you imposing your religion wars on the society?', ""I'd think that in the 21st century people would be smarter and will not encourage wars. Do you want to also start a genocide? How are you different from the people you accuse?"", ""There is no 'them and us' we all must live together in respect, peace and understanding."", 'What you said is an extreme case. One of the Islamic principle is to respect for human dignity. Islam condemns violence.', 'Something has gone very wrong over here if you think that respecting other religions is encouragement of a genocide.', ""Why would you think it is a war? Can't we deal with it peacefully? War cannot solve problems but create chaos.""]"
We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"He advocates ending immigration from Muslim countries , and supports banning the construction of new mosques .terrorism and a "" special feeling of solidarity "" for the country .Today , there are about 1 million Muslims in this country .Radical mosques will be closed and radical Muslims will be expelled .Before you know it there will be more mosques than churches !You no longer feel like you are living in your own country .","NO, we need to close Radical mosques and to expel radical Muslims. That's all. Peaceful Muslims have the right to live in peace in our country.",Islamophobia,"['That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.', ""And so Ghandi said, ' An eye for an eye makes the whole world blind.'."", 'How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.', 'Having a mosque built down the road is causing you problems? Really?', 'It would not solve the hate and persecution that plagues these comments.', 'Say this about any other faith and you will see how deeply offensive this is.', 'What type of problems will this solve?', 'Is this actually a way forward? I do not think that religious practice is responsible for bad behaviour of some people. Clearly there are other motivations for this type of behaviour.', ""Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people."", 'Though looking at your tweet, I am think what is left would be worse.', 'Once you burn books you burn people. Has history taught you nothing?', 'That sounds a lot like terrorism to me.', 'Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?', 'How will being angry and violent towards members your own community, who add so much, solve said communities issues?', 'Really? Cause it seems problems in this country are caused by hatred and intolerance.', 'So that will solve poverty, homelessness, division and hatred, Brexit. I did not know these were all down to Muslims! Wow!', 'Sounds very much like incitement to me, do be careful.']"
"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.","14-year-old Rimsha, to be released on bail at her next court hearing.So, the imam added two pages from the holy book itself to the bag to bolster the case, Jaffery said.Police arrested Rimsha last month after a neighbor accused her of burning pages containing texts from the Muslim holy book, the Quran.The imam, Khalid Jadoon Chishti, will himself face blasphemy charges for tearing pages out of a Quran to use as evidence against the girl, Islambad police chief Bin Yamin said.Choudhry says he expects the trial to last as long as two years.Police arrested Chishti on Saturday after three witnesses told a judge about the imam's actions.","No, the problem is the wickedness of religious fanatics. Did you know the story of Rimsha Masih, the Pakistani girl arrested after a neighbor accused her of burning pages containing texts from the Quran, and then released? Three witnesses told a judge that an imam, Khalid Jadoon Chishti, teared pages out of a Quran to use as evidence against the girl. An imam!!",Islamophobia,"[""You make it sound like the 'Necromonicon'. Besides, isn't 'money the root of all evil'?"", ""I'd think the root of all the world problems today is over-population and ecology. Why do you blame Islam in all the problems?"", 'My friend, like Quran, many ancient literatures in many cultures and religions are still worth reading. For example, The Bible and The Buddhist scriptures are read by all the world and translated to many languages.', ""Have you read Qu'ran? Do you know what it states? I suppose not. How can you then judge the statements there?"", ""Does any religion have a 'sell-by-date'?"", 'Despite this book being 1400 years old and not belonging to our century as you say, can you provide other reasons why this book is dreadful? Because I am struggling to figure this out.', 'Evidence?', 'So what about other religious books? They do not belong to our century either?', 'Christian ideology is even more ancient than Islam, and Buddhism is even centuries older. Are you suggesting to ban all the religions? Or are you specifically picky about Islam?', 'Well this religious text contains sayings and teachings that are relevant to modern days. So I strongly disagree with you on this one.']"
"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers.","no drugs, no cigarettes and no alcohol.But I say no drugs, no alcohol, no cigarettes.""The father of five – and grandfather of seven (with another on the way) – tells PEOPLE he also impressed the importance of abstaining from drugs and alcohol on .He was the life of the party.He would tell me,'Don't drink ever' ""I think they drink a little bit, but not much.","no drugs, no cigarettes and no alcohol. This should apply everywhere, not only in Islamic area.",Islamophobia,"['If you really cared about stopping Child Abuse you would know that the majority of perpetrators are white men often known to the child. Looks like you are really using the fact that some children have been abused to justify your own prejudice. Shameful!', ""Children should not do any of that with white men or anyone they do not know or even one's they do know if it does not feel right. Suggesting only one group of men abuse leaves more children unsafe and vulnerable."", 'Are you a misogynistic man trying to use objectification of women to justify your hate?', 'Why Muslim men? Such a sweeping statement.', 'What do you mean by an Islamic area? Why do not we take a look at Dubai, an Islamic city, where foreigners seem to be doing just fine.', ""Don't trust police, social workers or anyone who can tell you the truth and show just how prejudiced and misleading this tweet is."", 'I mean, I would not take gifts of sweets or drugs from any strange men, what is religion got to do with it?']"
"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Although some Mormons practiced polygamy in the 19th century, the Church of Jesus Christ of Latter-day Saints has banned the practice since 1890.A federal judge struck down parts of Utah’s anti-polygamy law in 2013, saying the law violated the “Sister Wives” family’s right to privacy and religious freedom.The state’s appeal of the ruling is pending in the U.S. Court of Appeals for the 10th Circuit.Six Supreme Court decisions have upheld bans on polygamy and public support for polygamy remains low, so it’s unlikely the courts will change the laws anytime soon, said John Witte Jr. a law professor at Emory University who recently published “The Western Case for Monogamy over Polygamy.”On the other hand, Ilya Somin, a law professor at George Mason University School of Law, said it’s difficult to identify the sort of prejudice against polygamous families that Kennedy cited as motivating unconstitutional prohibitions against same-sex marriage.“It’s time to legalize polygamy,” writer Fredrik Deboer declared on the day of the Supreme Court’s decision, arguing that “the marriage equality movement has been curiously hostile to polygamy, and for a particularly unsatisfying reason: short-term political need.”","Mormons practiced polygamy in the 19th century as well. There are western academics, such as Fredrik Deboer, claiming “It’s time to legalize polygamy” (just to mention a few cases). Are they a problem as well?",Islamophobia,"['Maybe it is not they do not want to assimilate but they do not know our society and how to assimilate. If we can help them fit into the society, you would see that they respect our laws and cultures.', ""I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem."", ""Every religious person would like their religion to be respected, this is not only Muslim people. Secondly, I've never seen them demanding for everyone's respect?"", ""Everyone has to follow British laws, this is simply how it is. So yes, Muslim people do respect our law. I haven't seen anyone breaking the law and then getting away with it."", ""Doesn't 'demand' imply that it is unreasonable to want to enjoy a right to worship which is something all British Citizens have? Freedom of worship is surely fundamental to 'British values'."", 'No one wants to assimilate. Neither Muslims nor Christians or any other confession. It is not right to force people to assimilate. As far as they do not force us to follow sharia laws, we should not be concerned with them following their laws. And polygamy is forbidden in our country, and Muslims actually respect this ban!', ""Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons."", 'Evidence for this? This is not true. How can you say this about an entire faith?', 'Even if people follow Sharia Law, it does not mean that country has to accept it officially.', 'To be fair, I would guess its hard to feel a sense of belonging when you are perpetually identified as a problem?']"
Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,"Many of the early documents refer to the followers of Muhammad as ''hagarenes,'' and the ''tribe of Ishmael,'' in other words as descendants of Hagar, the servant girl that the Jewish patriarch Abraham used to father his son Ishmael.The Muslims have the benefit of hindsight of the European experience, and they know very well that once you start questioning the holy scriptures, you don't know where it will stop,''His work, based on the earliest copies of the Koran, maintains that parts of Islam's holy book are derived from pre-existing Christian Aramaic texts that were misinterpreted by later Islamic scholars who prepared the editions of the Koran commonly read today.Between fear and political correctness, it's not possible to say anything other than sugary nonsense about Islam,'' said one scholar at an American university who asked not to be named, referring to the threatened violence as well as the widespread reluctance on United States college campuses to criticize other cultures.Scholars and writers in Islamic countries who have ignored that warning have sometimes found themselves the target of death threats and violence, sending a chill through universities around the world.In its earliest form, Ms. Crone and Mr. Cook argued, the followers of Muhammad may have seen themselves as retaking their place in the Holy Land alongside their Jewish cousins.","Many of the early documents refer to the followers of Muhammad as ''hagarenes,'' and the ''tribe of Ishmael,'' in other words as descendants of Hagar, the servant girl that the Jewish patriarch Abraham used to father his son Ishmael. Some studies, based on the earliest copies of the Koran, maintains that parts of Islam's holy book are derived from pre-existing Christian Aramaic texts. Basically, they are not evil, they are our cousins!",Islamophobia,"['Islam is not evil. An entire faith is not evil. A sweeping and bigoted statement.', ""I do not think Islam is evil. The Qu'ran statements do not promote anything evil or hateful. The reputation of Muslims was undermined by terrorist groups, but no need to generalize too much."", 'Why do you think Islam is evil? The major beliefs in Islam encourage liberty, equality, and life. For instance, they teach people to respect for the lands and all creatures.', 'The number of Muslims in the world is fast growing. Do you think if a religion is evil or teaches bad things, it will have that much followers?', ""Its too early to guess the results of the next census, but all indications are that 'persons of no faith' are an increasing majority."", 'I do not think that wanting to learn more about different countries can be described as envy?', ""Doesn't 'prohibition' always fail because it adds a certain glamour that porudes the opposite of the intended effect?"", 'Islam is having many followers, that is true. But does it mean that it is taking over countries and nations? And how can you stop it? People are free to choose for themselves what religion to follow, and if they choose Islam that is their right!', ""Don't those scriptures also say, ' Thou shalt love thy neighbour as thyself.'."", 'I do not see that Islam is spreading that much. How many Muslim immigrants are there in EU? If you look up the statistics you will see that they do not consitute the majority. Furthermore, people are migrating mostly due to economic reasons, and religion has nothing to do with it!', 'Stop Islam spreading? Why so negative? People of different religions travelling between the countries is a normal phenomenon - wanting to learn more about different cultures etc. I do not think this should be perceived as taking over countries and nations?', 'Probably you are making a hasty generalization. I do not think Islam is taking over countries and nations. Do you know the statistics of all the immigrants in UK? How many of them are from EU, muslim community, and other countries?']"
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,"Texas is home to large pockets of American Muslims, many of whom have lived there for decades.Politicians across the country have made their careers and gotten campaign donations – and gotten their otherwise unknown mugs on Fox News – by vilifying and spewing hate against Muslims.Meanwhile, American Muslims continue to build civic and electoral power.If so, then on behalf of American Muslims: please revoke those rights.Louisiana Governor Bobby Jindal already warned of an extremist Muslim “invasion” and double-downed on the ludicrous and unfounded claims made on Fox News of “no-go zones” where Muslim citizens have supposedly banned Christians from entering.Bigotry against American Muslims from inside the Republican party is not a new phenomenon.","London is home to large pockets of UK Muslims, many of whom have lived there for decades. Still, politicians across the country have made their careers and gotten campaign donations by vilifying and spewing hate against Muslims. Meanwhile, UK Muslims continue to build civic and electoral power. Considering that bigotry against UK Muslims from inside UK parties is not a new phenomenon, I would rather repatriate some of our politicians.",Islamophobia,"['What have Muslim people done to you? Would you like to be on their place and be repatriated? These are serious words and one cannot say them without thinking of consequences!', ""Can I suggest that to conflate changes in demographic's with the way a virus operates is just nonsense."", 'Why someone who is working / studying and trying to build their life there should be suddenly sent back to their home countries?', ""Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved."", 'As a matter of fact, those muslim emmigrants do many labors that many Londoners do not want to do. We should be grateful that our society is still functioning well.', 'People run from their countries because they are unhappy to live there. They run from wars, bombing, poverty, hunger. Pushing them back into their disasters is not humane.', 'The modern world should deal with the problems that underlie migration, not simply ban it.', ""In my opinion, many people want to emigrate to London means London is a charming and enjoyable place for living. Isn't that a wonderful thing and we should keep this trait?"", ""Invasion? Don't you think this expression is slightly over dramatic? People simply want to live in one of the best cities in the world!"", ""If you had said 'the home counties' I might have given this tweet a like."", '1- No it is not. 2 - An entire faith, really? 5 - Muslims can also be British.', ""If we invite people to live and work in our country, to fill the mills and factories, of the 1970's, for example, its a bit of cheek to turn around decades later and describe their grand kids as an invasion or a plague, do not you think?""]"
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,"Gratitude is a sort of laughter of the heart that comes about after some surprising kindness.G. K. Chesterton wrote that “thanks are the highest form of thought, and that gratitude is happiness doubled by wonder.”There’s a lot of surplus goodness in daily life that can’t be explained by the logic of equal exchange.The basic logic of the capitalist meritocracy is that you get what you pay for, that you earn what you deserve.Most people feel grateful some of the time — after someone saves you from a mistake or brings you food during an illness.This kind of dispositional gratitude is worth dissecting because it induces a mentality that stands in counterbalance to the mainstream threads of our culture.","Gratitude is a sort of laughter of the heart that comes about after some surprising kindness. G. K. Chesterton wrote that “thanks are the highest form of thought, and that gratitude is happiness doubled by wonder.” Most people feel grateful some of the time — after someone saves you from a mistake or brings you food during an illness. This kind of dispositional gratitude induces a mentality that stands in counterbalance to the mainstream fear and hatred of migrants. Be grateful because this diversity is a richness we should rejoice about!",Islamophobia,"['What have Muslim people done to you? Would you like to be on their place and be repatriated? These are serious words and one cannot say them without thinking of consequences!', ""Can I suggest that to conflate changes in demographic's with the way a virus operates is just nonsense."", 'Why someone who is working / studying and trying to build their life there should be suddenly sent back to their home countries?', ""Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved."", 'As a matter of fact, those muslim emmigrants do many labors that many Londoners do not want to do. We should be grateful that our society is still functioning well.', 'People run from their countries because they are unhappy to live there. They run from wars, bombing, poverty, hunger. Pushing them back into their disasters is not humane.', 'The modern world should deal with the problems that underlie migration, not simply ban it.', ""In my opinion, many people want to emigrate to London means London is a charming and enjoyable place for living. Isn't that a wonderful thing and we should keep this trait?"", ""Invasion? Don't you think this expression is slightly over dramatic? People simply want to live in one of the best cities in the world!"", ""If you had said 'the home counties' I might have given this tweet a like."", '1- No it is not. 2 - An entire faith, really? 5 - Muslims can also be British.', ""If we invite people to live and work in our country, to fill the mills and factories, of the 1970's, for example, its a bit of cheek to turn around decades later and describe their grand kids as an invasion or a plague, do not you think?""]"
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!","Comprehensive data on the effect of discrimination and hate crimes targeting Muslim women are hard to find.But for Muslim women, these isolated incidents of misogyny or violence have taken on an additional, ugly edge.According to one researcher, 69 percent of Muslim women who wore hijab reported at least one incident of discrimination; for those who did not wear hijab, it was 29 percent.To Muslim women, these numbers aren’t abstract.Through clenched teeth, he ranted that Muslim men are rapists and terrorists, and that Muslim women are victims of their own oppression.In each study, women who wore visible symbols of Islam such as a hijab or niqab were more likely to be targeted.","It is intollerance that brings oppression to Muslim women, not Islam. In fact, even if comprehensive data on the effect of discrimination targeting Muslim women are hard to find, incidents of misogyny or violence have taken on an additional, ugly edge. In several studies, women who wore visible symbols of Islam such as a hijab or niqab were more likely to be targeted.",Islamophobia,"['Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else.']"
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!","Comprehensive data on the effect of discrimination and hate crimes targeting Muslim women are hard to find.But for Muslim women, these isolated incidents of misogyny or violence have taken on an additional, ugly edge.According to one researcher, 69 percent of Muslim women who wore hijab reported at least one incident of discrimination; for those who did not wear hijab, it was 29 percent.To Muslim women, these numbers aren’t abstract.Through clenched teeth, he ranted that Muslim men are rapists and terrorists, and that Muslim women are victims of their own oppression.In each study, women who wore visible symbols of Islam such as a hijab or niqab were more likely to be targeted.","According to one researcher, 69 percent of Muslim women who wore hijab reported at least one incident of discrimination; for those who did not wear hijab, it was 29 percent. To Muslim women, these numbers aren’t abstract. To Muslim women it is intollerance that brings oppression, not Islam.",Islamophobia,"['Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else.']"
Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"“Islam is all about peace, but what they want to do is hate other people.“You will always face suffering, you will always face humiliation, unless you withdraw your troops from Muslim lands,” said one protester in a speech, according to multiple reports.Among the protesters in Grosvenor Square were members of the group Muslims Against Crusades (MAC).One man spit at a photographer who was snapping a picture of him in the arms of policemen.“I’m a Muslim. What they’re doing is bringing shame on all Muslims.",Islam is all about peace.,Islamophobia,"['During the depression following the second world war, Muslims from across the world were invited to Britain to help combat austerity. It worked. They were invited because countries across the world had already been subjugated by the British Empire.', 'I think you will find race hate started by the English when we first set foot overseas, Crusade anyone?', 'When 400,000 Muslims died in WW1 for Britain, seems to me like this hate is very one sided.', 'Race hate has always had its roots in far right paranoia. Migrants in the UK have always worked hard and made a positive difference to the communities they joined.', 'So race hate started when Westerners could not tolerate other people who had different beliefs?', 'Islam is all about love and tolerance [insert quote].', 'Hate really? Even the doctors, surgeons, teachers, fire fighters, taxi drivers that rescued the Manchester bombing victims, the ones working to stop cancer, feed the homeless. See where I am going?', 'Are you suggesting that their very existence is an excuse for your hate?', 'Muslims and others were invited into the UK after they fought and died in the second world protecting the UK because we needed help to rebuild the UK and they still do a great job keeping the NHS, transport and everything else going, despite us hating them.', 'Perhaps you should monitor your own hate speech before pointing the finger at others?', 'This has not factual basis.', 'Really? For every example of hate there are a hundred examples of love tolerance and kindness just like for every other religion.', 'Do you think maybe race hate actually started in England when we began colonising other nations and treating people of other races as sub-human?', '[gif of someone looking skeptical] i mean, race hate is almost entirely directed at minorities so you seem to be suggesting that race hate began when far right paranoia found it is newest target.', ""[positive example of Muslim community] when the Muslim community [is doing this] do you really think someone's very existence is an excuse to project hate at them? Clearly the Muslim community doesn't."", ""[quote from Quran about peace and love] lol don't look like it m8.""]"
